word_count,char_count,avg_word_length,type_token_ratio,digit_count,uppercase_ratio,punctuation_count,special_char_count,function_word_ratio,sentence_length_var
97,604,5.175257731958763,0.5670103092783505,0,0.0,5,102,0.26804123711340205,185.1388888888889
28,148,4.178571428571429,0.8214285714285714,0,0.0,4,31,0.07142857142857142,18.5
27,130,3.5925925925925926,0.6666666666666666,0,0.0,7,33,0.07407407407407407,51.1875
72,360,3.9722222222222223,0.6944444444444444,0,0.0,3,74,0.16666666666666666,9.0
108,580,4.287037037037037,0.6203703703703703,0,0.0,9,117,0.24074074074074073,91.6734693877551
85,477,4.529411764705882,0.8,0,0.0,8,92,0.1411764705882353,56.0
28,153,4.428571428571429,0.7857142857142857,0,0.0,2,29,0.17857142857142858,1.0
23,104,3.5652173913043477,0.7391304347826086,0,0.0,0,22,0.30434782608695654,0.0
76,424,4.5,0.7894736842105263,0,0.0,7,82,0.15789473684210525,28.5
18,93,4.055555555555555,0.9444444444444444,0,0.0,3,20,0.05555555555555555,0.0
90,485,4.322222222222222,0.7333333333333333,0,0.0,7,96,0.2111111111111111,35.55102040816326
7,46,4.142857142857143,0.7142857142857143,0,0.0,7,17,0.0,14.222222222222223
97,608,5.164948453608248,0.8144329896907216,0,0.0,11,107,0.13402061855670103,32.47222222222222
95,503,4.231578947368421,0.631578947368421,0,0.0,7,101,0.25263157894736843,7.6875
87,572,5.482758620689655,0.4827586206896552,0,0.0,8,95,0.3563218390804598,171.44
22,98,3.5,0.7727272727272727,0,0.0,0,21,0.13636363636363635,0.0
42,267,5.142857142857143,0.7142857142857143,0,0.0,7,51,0.23809523809523808,46.333333333333336
27,122,3.4444444444444446,0.7777777777777778,0,0.0,3,29,0.14814814814814814,6.25
46,262,4.586956521739131,0.6739130434782609,0,0.0,6,51,0.10869565217391304,1.0
119,736,5.100840336134453,0.8151260504201681,0,0.0,7,129,0.20168067226890757,550.9599999999999
85,457,4.247058823529412,0.6823529411764706,0,0.0,12,96,0.21176470588235294,11.265306122448981
97,582,4.938144329896907,0.8041237113402062,0,0.0,7,103,0.21649484536082475,161.13888888888889
31,198,4.967741935483871,0.5806451612903226,0,0.0,9,44,0.2903225806451613,16.583333333333332
16,88,4.5625,1.0,0,0.0,0,15,0.1875,0.0
20,103,4.1,0.85,0,0.0,2,21,0.2,0.0
47,289,4.9361702127659575,0.7659574468085106,0,0.0,7,57,0.19148936170212766,43.80555555555555
15,76,3.7333333333333334,0.6666666666666666,0,0.0,6,20,0.0,1.9166666666666667
110,672,5.036363636363636,0.8727272727272727,0,0.0,9,118,0.17272727272727273,13.6
100,529,4.2,0.68,0,0.0,10,109,0.14,6.0
78,423,4.346153846153846,0.6923076923076923,0,0.0,7,84,0.2692307692307692,21.040000000000003
71,464,5.464788732394366,0.7183098591549296,0,0.0,6,76,0.18309859154929578,88.13888888888891
66,436,5.424242424242424,0.7727272727272727,0,0.0,9,78,0.16666666666666666,158.33333333333334
93,492,4.225806451612903,0.6129032258064516,0,0.0,7,99,0.22580645161290322,161.83999999999997
121,758,5.1570247933884295,0.743801652892562,0,0.0,12,134,0.19834710743801653,98.1875
94,601,5.308510638297872,0.6702127659574468,0,0.0,6,102,0.2872340425531915,209.22222222222226
97,480,3.845360824742268,0.6701030927835051,0,0.0,11,107,0.2268041237113402,39.859375
18,104,4.666666666666667,1.0,0,0.0,3,20,0.1111111111111111,8.666666666666666
22,101,3.5454545454545454,0.9090909090909091,0,0.0,2,23,0.22727272727272727,81.0
23,112,3.8260869565217392,1.0,0,0.0,2,24,0.17391304347826086,34.888888888888886
16,91,4.75,0.9375,0,0.0,0,15,0.3125,0.0
19,88,3.6315789473684212,0.9473684210526315,0,0.0,1,19,0.10526315789473684,0.25
22,105,3.772727272727273,0.9090909090909091,0,0.0,1,22,0.13636363636363635,0.0
72,369,4.055555555555555,0.7916666666666666,0,0.0,6,77,0.16666666666666666,31.5
57,308,4.280701754385965,0.6491228070175439,0,0.0,8,64,0.15789473684210525,27.6875
82,488,4.890243902439025,0.6829268292682927,0,0.0,5,87,0.3048780487804878,421.25
24,116,3.7083333333333335,0.7083333333333334,0,0.0,2,27,0.2916666666666667,32.0
56,373,5.446428571428571,0.6964285714285714,0,0.0,10,68,0.23214285714285715,89.88888888888887
101,571,4.594059405940594,0.45544554455445546,0,0.0,7,107,0.297029702970297,10.559999999999999
22,100,3.409090909090909,0.7272727272727273,0,0.0,4,25,0.09090909090909091,1.0399999999999998
57,371,5.280701754385965,0.7894736842105263,0,0.0,10,70,0.2807017543859649,172.24000000000004
18,102,4.666666666666667,0.9444444444444444,0,0.0,1,18,0.2777777777777778,64.0
69,361,4.188405797101449,0.8840579710144928,0,0.0,4,72,0.2028985507246377,172.66666666666666
82,459,4.475609756097561,0.8048780487804879,0,0.0,12,92,0.23170731707317074,26.6875
63,396,5.2063492063492065,0.7142857142857143,0,0.0,4,68,0.2698412698412698,248.1875
150,974,5.34,0.5,0,0.0,17,173,0.23333333333333334,313.92899408284023
74,469,5.22972972972973,0.6621621621621622,0,0.0,5,82,0.25675675675675674,79.22222222222223
76,436,4.605263157894737,0.75,0,0.0,11,86,0.13157894736842105,21.551020408163264
113,679,4.920353982300885,0.6991150442477876,0,0.0,9,123,0.2743362831858407,77.859375
99,683,5.808080808080808,0.6262626262626263,0,0.0,9,108,0.20202020202020202,104.66666666666667
17,86,4.0,0.8823529411764706,0,0.0,2,18,0.23529411764705882,56.25
56,378,5.571428571428571,0.75,0,0.0,8,66,0.32142857142857145,82.55555555555556
70,391,4.414285714285715,0.7142857142857143,0,0.0,12,82,0.1,23.555555555555557
19,95,4.0,0.8947368421052632,0,0.0,1,19,0.10526315789473684,0.0
77,425,4.441558441558442,0.6883116883116883,0,0.0,7,83,0.24675324675324675,4.138888888888888
101,578,4.633663366336633,0.7821782178217822,0,0.0,10,110,0.19801980198019803,63.35999999999999
82,495,4.951219512195122,0.6951219512195121,0,0.0,6,89,0.2926829268292683,383.0400000000001
37,195,4.216216216216216,0.8648648648648649,0,0.0,3,39,0.10810810810810811,73.55555555555556
119,733,5.067226890756302,0.47058823529411764,0,0.0,8,130,0.3025210084033613,195.859375
38,225,4.7894736842105265,0.7105263157894737,0,0.0,4,43,0.34210526315789475,72.0
17,90,4.294117647058823,0.8823529411764706,0,0.0,1,17,0.11764705882352941,2.25
27,106,2.8518518518518516,0.37037037037037035,0,0.0,3,29,0.18518518518518517,24.0
24,136,4.5,0.7083333333333334,0,0.0,5,28,0.20833333333333334,8.666666666666666
79,490,5.113924050632911,0.7088607594936709,0,0.0,8,86,0.189873417721519,60.56
13,64,4.0,0.9230769230769231,0,0.0,0,12,0.23076923076923078,0.0
45,301,5.466666666666667,0.7555555555555555,0,0.0,7,55,0.2,37.583333333333336
66,362,4.287878787878788,0.8484848484848485,0,0.0,12,79,0.18181818181818182,59.0
84,426,4.0,0.5714285714285714,0,0.0,7,90,0.25,49.42857142857143
87,571,5.459770114942529,0.7011494252873564,0,0.0,10,96,0.13793103448275862,18.64
28,132,3.6785714285714284,0.7857142857142857,0,0.0,2,29,0.17857142857142858,169.0
36,225,5.166666666666667,0.8055555555555556,0,0.0,3,39,0.3333333333333333,0.0
58,311,4.275862068965517,0.7586206896551724,0,0.0,6,63,0.20689655172413793,20.25
83,458,4.421686746987952,0.6746987951807228,0,0.0,9,91,0.12048192771084337,50.80555555555555
54,330,4.925925925925926,0.7962962962962963,0,0.0,7,64,0.18518518518518517,79.76000000000002
69,439,5.2898550724637685,0.7101449275362319,0,0.0,6,74,0.2028985507246377,32.1875
14,77,4.5,0.8571428571428571,0,0.0,1,14,0.14285714285714285,1.0
33,209,5.212121212121212,0.7272727272727273,0,0.0,3,37,0.3333333333333333,118.6875
95,531,4.505263157894737,0.7684210526315789,0,0.0,9,103,0.18947368421052632,24.24489795918367
187,1150,5.074866310160428,0.5133689839572193,0,0.0,13,201,0.39037433155080214,941.0
68,409,4.911764705882353,0.75,0,0.0,10,75,0.1323529411764706,16.691358024691358
95,580,4.989473684210527,0.7263157894736842,0,0.0,8,106,0.29473684210526313,225.84
17,109,4.411764705882353,1.0,0,0.0,11,34,0.17647058823529413,7.061224489795919
46,282,4.913043478260869,0.6739130434782609,0,0.0,6,56,0.21739130434782608,155.44
95,575,4.968421052631579,0.5894736842105263,0,0.0,8,103,0.24210526315789474,101.859375
15,67,2.8666666666666667,0.8,0,0.0,10,24,0.13333333333333333,6.0
21,92,3.2857142857142856,0.8571428571428571,0,0.0,3,23,0.23809523809523808,1.1875
91,565,5.087912087912088,0.7032967032967034,0,0.0,12,102,0.14285714285714285,17.6875
72,456,5.25,0.6666666666666666,0,0.0,6,78,0.125,7.840000000000001
19,109,4.7368421052631575,0.6842105263157895,0,0.0,1,19,0.3157894736842105,0.0
24,138,4.666666666666667,0.6666666666666666,0,0.0,4,26,0.20833333333333334,14.5
87,414,3.632183908045977,0.14942528735632185,0,0.0,12,98,0.20689655172413793,14.816326530612246
61,358,4.786885245901639,0.639344262295082,0,0.0,5,66,0.32786885245901637,126.6875
78,426,4.3076923076923075,0.6923076923076923,0,0.0,13,90,0.2692307692307692,25.333333333333332
92,492,4.304347826086956,0.6630434782608695,0,0.0,5,96,0.2391304347826087,169.0
91,499,4.417582417582418,0.6153846153846154,0,0.0,7,97,0.2087912087912088,30.96
115,721,5.147826086956521,0.7217391304347827,0,0.0,10,129,0.21739130434782608,240.20408163265304
87,470,4.32183908045977,0.41379310344827586,0,0.0,8,94,0.3448275862068966,16.24
21,99,3.7142857142857144,0.8095238095238095,0,0.0,1,21,0.14285714285714285,0.0
73,464,5.1506849315068495,0.726027397260274,0,0.0,16,88,0.2191780821917808,18.6875
192,1249,5.40625,0.59375,0,0.0,16,211,0.2864583333333333,664.6100000000001
25,114,3.52,0.76,0,0.0,2,26,0.2,27.555555555555554
35,241,5.6,0.8,0,0.0,7,45,0.22857142857142856,30.0
64,378,4.703125,0.703125,0,0.0,9,77,0.234375,168.56
105,668,5.257142857142857,0.3333333333333333,0,0.0,9,116,0.38095238095238093,40.0
105,635,4.942857142857143,0.7904761904761904,0,0.0,8,116,0.19047619047619047,104.40816326530613
88,500,4.6022727272727275,0.6818181818181818,0,0.0,8,95,0.2159090909090909,25.888888888888886
55,355,5.327272727272727,0.7090909090909091,0,0.0,7,62,0.23636363636363636,130.8
112,719,5.392857142857143,0.4732142857142857,0,0.0,4,115,0.375,288.5
47,295,5.0638297872340425,0.7659574468085106,0,0.0,7,57,0.19148936170212766,43.80555555555555
74,414,4.513513513513513,0.6621621621621622,0,0.0,7,80,0.17567567567567569,11.673469387755102
81,442,4.333333333333333,0.7530864197530864,0,0.0,11,91,0.16049382716049382,12.583333333333334
114,645,4.578947368421052,0.7280701754385965,0,0.0,10,123,0.20175438596491227,13.333333333333334
97,619,5.329896907216495,0.6494845360824743,0,0.0,5,102,0.32989690721649484,176.2222222222222
16,76,3.375,0.75,0,0.0,7,22,0.0625,4.5
79,471,4.8354430379746836,0.4936708860759494,0,0.0,9,89,0.27848101265822783,128.56
73,450,5.095890410958904,0.6575342465753424,0,0.0,6,78,0.2054794520547945,39.1875
88,440,3.8863636363636362,0.7272727272727273,0,0.0,11,98,0.18181818181818182,8.555555555555555
78,464,4.794871794871795,0.6794871794871795,0,0.0,10,90,0.21794871794871795,43.760000000000005
118,621,4.177966101694915,0.8135593220338984,0,0.0,12,128,0.15254237288135594,57.95061728395061
12,66,4.416666666666667,0.5833333333333334,0,0.0,1,13,0.25,4.0
20,107,4.35,0.9,0,0.0,1,20,0.15,25.0
22,96,3.1363636363636362,0.7727272727272727,0,0.0,6,27,0.18181818181818182,1.25
26,135,4.115384615384615,0.7307692307692307,0,0.0,3,28,0.19230769230769232,23.25
58,268,3.5517241379310347,0.6551724137931034,0,0.0,5,62,0.25862068965517243,1.5555555555555554
19,107,4.315789473684211,1.0,0,0.0,6,25,0.05263157894736842,72.25
37,223,4.8108108108108105,0.7837837837837838,0,0.0,5,45,0.35135135135135137,288.0
51,319,5.098039215686274,0.8431372549019608,0,0.0,6,59,0.17647058823529413,134.95999999999998
17,79,3.6470588235294117,1.0,0,0.0,4,17,0.0,3.5
84,559,5.559523809523809,0.4880952380952381,0,0.0,7,92,0.40476190476190477,235.76
59,371,5.1525423728813555,0.6440677966101694,0,0.0,6,67,0.3728813559322034,130.95999999999998
15,76,4.066666666666666,1.0,0,0.0,1,15,0.2,20.25
68,432,5.1911764705882355,0.6617647058823529,0,0.0,9,79,0.27941176470588236,220.24
15,63,3.2666666666666666,1.0,0,0.0,0,14,0.06666666666666667,0.0
19,106,4.421052631578948,0.9473684210526315,0,0.0,4,22,0.21052631578947367,4.1875
76,399,4.118421052631579,0.7236842105263158,0,0.0,10,86,0.15789473684210525,19.13888888888889
17,78,3.4705882352941178,0.8235294117647058,0,0.0,3,19,0.11764705882352941,30.25
102,603,4.794117647058823,0.4803921568627451,0,0.0,8,114,0.3137254901960784,652.4722222222221
19,108,4.473684210526316,0.8947368421052632,0,0.0,4,23,0.05263157894736842,0.22222222222222224
26,113,3.3846153846153846,0.7307692307692307,0,0.0,0,25,0.2692307692307692,0.0
18,97,4.333333333333333,0.9444444444444444,0,0.0,2,19,0.1111111111111111,1.0
46,306,5.456521739130435,0.782608695652174,0,0.0,7,55,0.1956521739130435,52.55555555555555
16,88,4.375,0.875,0,0.0,3,18,0.0625,0.888888888888889
84,572,5.714285714285714,0.9047619047619048,0,0.0,9,92,0.15476190476190477,24.333333333333332
24,110,3.5416666666666665,0.7916666666666666,0,0.0,2,25,0.16666666666666666,49.0
19,117,5.052631578947368,1.0,0,0.0,3,21,0.10526315789473684,38.22222222222223
26,108,3.1538461538461537,0.6538461538461539,0,0.0,1,26,0.15384615384615385,4.0
69,453,5.449275362318841,0.7536231884057971,0,0.0,7,77,0.2318840579710145,46.916666666666664
29,147,4.068965517241379,0.8275862068965517,0,0.0,1,29,0.1724137931034483,110.25
20,80,2.85,0.65,0,0.0,4,23,0.0,14.888888888888888
21,101,3.619047619047619,0.9523809523809523,0,0.0,5,25,0.047619047619047616,12.1875
29,125,3.310344827586207,0.6896551724137931,0,0.0,1,29,0.20689655172413793,2.25
100,517,4.07,0.65,0,0.0,11,110,0.24,17.0
93,568,5.0,0.5053763440860215,0,0.0,9,103,0.40860215053763443,216.0
15,71,3.8,0.9333333333333333,0,0.0,0,14,0.06666666666666667,0.0
21,94,3.3333333333333335,0.7619047619047619,0,0.0,4,24,0.14285714285714285,5.6875
76,431,4.552631578947368,0.7631578947368421,0,0.0,10,85,0.17105263157894737,42.0
120,617,4.075,0.6833333333333333,0,0.0,9,128,0.15833333333333333,99.83673469387756
18,89,4.0,0.9444444444444444,0,0.0,0,17,0.2222222222222222,0.0
23,108,3.608695652173913,0.7391304347826086,0,0.0,3,25,0.08695652173913043,3.1875
105,538,4.0476190476190474,0.4857142857142857,0,0.0,9,113,0.1523809523809524,75.58333333333333
24,125,4.0,0.8333333333333334,0,0.0,6,29,0.08333333333333333,14.5
98,547,4.510204081632653,0.7244897959183674,0,0.0,8,105,0.20408163265306123,24.571428571428573
24,114,3.5,0.7916666666666666,0,0.0,6,30,0.125,40.666666666666664
74,454,5.0675675675675675,0.7162162162162162,0,0.0,4,79,0.2702702702702703,484.0
85,546,5.2823529411764705,0.6352941176470588,0,0.0,11,97,0.38823529411764707,135.80555555555557
16,81,4.125,0.9375,0,0.0,0,15,0.125,0.0
41,262,5.097560975609756,0.7804878048780488,0,0.0,9,53,0.21951219512195122,58.666666666666664
22,104,3.727272727272727,0.9545454545454546,0,0.0,1,22,0.22727272727272727,16.0
70,443,5.2,0.7142857142857143,0,0.0,7,79,0.24285714285714285,108.55555555555554
81,447,4.432098765432099,0.5432098765432098,0,0.0,8,88,0.3333333333333333,17.609375
18,98,4.333333333333333,1.0,0,0.0,3,20,0.1111111111111111,5.25
20,112,4.45,0.95,0,0.0,3,23,0.1,6.888888888888888
85,437,4.105882352941176,0.6823529411764706,0,0.0,4,88,0.32941176470588235,18.0
83,454,4.397590361445783,0.6626506024096386,0,0.0,7,89,0.30120481927710846,16.639999999999997
101,521,4.099009900990099,0.8217821782178217,0,0.0,7,107,0.1485148514851485,33.805555555555564
41,275,5.463414634146342,0.8536585365853658,0,0.0,8,51,0.21951219512195122,182.25
77,353,3.4545454545454546,0.5194805194805194,0,0.0,11,87,0.11688311688311688,14.0
114,656,4.640350877192983,0.4473684210526316,0,0.0,10,127,0.2982456140350877,233.6875
38,227,4.7105263157894735,0.6052631578947368,0,0.0,7,48,0.34210526315789475,26.888888888888896
87,407,3.574712643678161,0.632183908045977,0,0.0,10,96,0.1724137931034483,36.916666666666664
21,109,3.9523809523809526,0.8571428571428571,0,0.0,6,26,0.14285714285714285,7.1875
27,151,4.62962962962963,0.8148148148148148,0,0.0,0,26,0.25925925925925924,0.0
26,130,3.923076923076923,0.7692307692307693,0,0.0,3,28,0.2692307692307692,16.0
23,103,3.4347826086956523,0.7391304347826086,0,0.0,2,24,0.08695652173913043,27.555555555555557
67,381,4.552238805970149,0.746268656716418,0,0.0,10,76,0.1044776119402985,73.1875
111,569,4.027027027027027,0.45045045045045046,0,0.0,12,122,0.13513513513513514,30.583333333333332
64,412,5.28125,0.65625,0,0.0,7,74,0.203125,80.88888888888889
61,384,5.065573770491803,0.6721311475409836,0,0.0,9,75,0.2459016393442623,104.22222222222221
26,131,3.9615384615384617,0.7307692307692307,0,0.0,3,28,0.19230769230769232,53.55555555555555
102,565,4.421568627450981,0.7843137254901961,0,0.0,13,114,0.17647058823529413,50.816326530612244
86,550,5.267441860465116,0.5465116279069767,0,0.0,10,97,0.2441860465116279,62.87603305785123
89,523,4.820224719101123,0.6292134831460674,0,0.0,6,94,0.15730337078651685,96.22222222222223
26,126,3.769230769230769,0.6538461538461539,0,0.0,3,28,0.34615384615384615,31.25
147,903,5.0,0.7482993197278912,0,0.0,14,168,0.2585034013605442,371.5833333333333
17,88,4.0588235294117645,0.9411764705882353,0,0.0,3,19,0.17647058823529413,4.6875
97,492,3.9587628865979383,0.5360824742268041,0,0.0,12,108,0.17525773195876287,43.57638888888888
85,494,4.729411764705882,0.8352941176470589,0,0.0,8,92,0.12941176470588237,57.2
77,524,5.662337662337662,0.5714285714285714,0,0.0,11,88,0.2987012987012987,136.64000000000004
27,118,3.3703703703703702,0.8518518518518519,0,0.0,1,27,0.18518518518518517,20.25
15,74,3.933333333333333,0.7333333333333333,0,0.0,1,15,0.2,0.0
26,128,3.8846153846153846,0.8461538461538461,0,0.0,2,27,0.0,1.0
26,139,3.923076923076923,0.7692307692307693,0,0.0,12,37,0.23076923076923078,12.75
48,277,4.6875,0.7708333333333334,0,0.0,5,52,0.20833333333333334,56.0
86,470,4.337209302325581,0.6511627906976745,0,0.0,11,97,0.23255813953488372,28.25
75,492,5.493333333333333,0.7466666666666667,0,0.0,6,80,0.2,116.66666666666667
85,481,4.482352941176471,0.611764705882353,0,0.0,14,100,0.10588235294117647,34.56198347107438
85,521,5.070588235294117,0.6,0,0.0,5,90,0.3176470588235294,312.1875
21,117,4.428571428571429,0.9523809523809523,0,0.0,4,24,0.14285714285714285,12.1875
15,77,4.066666666666666,1.0,0,0.0,2,16,0.13333333333333333,6.0
126,780,5.063492063492063,0.6031746031746031,0,0.0,10,142,0.3492063492063492,193.33333333333334
89,503,4.561797752808989,0.7865168539325843,0,0.0,9,97,0.11235955056179775,78.96000000000001
116,660,4.603448275862069,0.3620689655172414,0,0.0,9,126,0.3275862068965517,1026.0
96,500,4.09375,0.84375,0,0.0,12,107,0.17708333333333334,19.0
84,519,5.095238095238095,0.5833333333333334,0,0.0,6,91,0.39285714285714285,226.0
86,537,5.1976744186046515,0.6744186046511628,0,0.0,5,90,0.2441860465116279,16.0
80,541,5.6625,0.7875,0,0.0,9,88,0.225,50.55555555555555
156,1027,5.448717948717949,0.4358974358974359,0,0.0,14,177,0.20512820512820512,320.0246913580247
82,458,4.451219512195122,0.32926829268292684,0,0.0,9,93,0.3170731707317073,126.64000000000001
83,449,4.325301204819277,0.6746987951807228,0,0.0,8,90,0.20481927710843373,74.24000000000001
91,556,5.043956043956044,0.5934065934065934,0,0.0,7,97,0.21978021978021978,17.36
97,554,4.628865979381444,0.6082474226804123,0,0.0,9,105,0.16494845360824742,42.109375
70,467,5.5285714285714285,0.7,0,0.0,7,80,0.21428571428571427,71.88888888888889
114,667,4.771929824561403,0.5789473684210527,0,0.0,10,123,0.3508771929824561,10.959999999999999
53,319,4.830188679245283,0.7547169811320755,0,0.0,7,63,0.20754716981132076,69.1388888888889
85,442,4.129411764705883,0.6352941176470588,0,0.0,7,91,0.2235294117647059,43.138888888888886
26,107,3.0,0.7692307692307693,0,0.0,4,29,0.19230769230769232,28.222222222222225
15,70,3.533333333333333,0.8,0,0.0,3,17,0.2,4.666666666666667
